chain,step,loss,grad_norm,dist_to_wstar
0,1,3.1166510581970215,0.9574649333953857,0.0
0,2,3.2162742614746094,1.2464499473571777,9.97708511352539
0,3,3.13297438621521,1.6050808429718018,14.090156555175781
0,4,3.083308219909668,1.9359227418899536,17.232959747314453
0,5,3.288449764251709,1.9075088500976562,19.87163543701172
0,6,3.1408700942993164,1.8085459470748901,22.185216903686523
0,7,3.1724436283111572,1.8032541275024414,24.266984939575195
0,8,3.128694534301758,2.1286513805389404,26.177358627319336
0,9,3.2531275749206543,2.2200911045074463,27.94651985168457
0,10,2.9926986694335938,2.507450580596924,29.599306106567383
0,11,3.2752156257629395,2.276017904281616,31.15774154663086
0,12,3.217833995819092,2.6124093532562256,32.63291549682617
0,13,3.24429988861084,1.8767095804214478,34.03629684448242
0,14,3.2385571002960205,2.088273048400879,35.37823486328125
0,15,3.19087553024292,2.236790418624878,36.66313552856445
0,16,3.286161422729492,2.44480299949646,37.89754867553711
0,17,3.216691493988037,2.33089542388916,39.085811614990234
0,18,3.1629269123077393,2.458976984024048,40.23334503173828
0,19,3.3615736961364746,2.223649740219116,41.34453201293945
0,20,3.40608286857605,2.280207872390747,42.41884994506836
0,21,3.268077850341797,2.1744024753570557,43.46113586425781
0,22,3.1509439945220947,2.035403251647949,44.472930908203125
0,23,3.3357253074645996,2.186079263687134,45.45764923095703
0,24,3.341524124145508,2.2501745223999023,46.41560363769531
0,25,3.292081117630005,2.430251359939575,47.347808837890625
0,26,3.335141658782959,2.363987922668457,48.25788116455078
0,27,3.3967983722686768,2.5821921825408936,49.14568328857422
0,28,3.157008647918701,2.203338623046875,50.0128059387207
0,29,3.295945167541504,2.0584378242492676,50.85999298095703
0,30,3.37524151802063,2.16424560546875,51.690242767333984
0,31,3.3108971118927,2.3341469764709473,52.50305938720703
0,32,3.478722095489502,2.197995662689209,53.298118591308594
0,33,3.3907628059387207,2.2447521686553955,54.07682800292969
0,34,3.301086902618408,2.1843769550323486,54.840763092041016
0,35,3.2809486389160156,2.663559913635254,55.58973693847656
0,36,3.3000290393829346,2.8820812702178955,56.32497024536133
0,37,3.2823240756988525,2.260464668273926,57.04685974121094
0,38,3.4250543117523193,2.16200852394104,57.75466537475586
0,39,3.3893799781799316,2.323070526123047,58.449222564697266
0,40,3.337660789489746,2.2961647510528564,59.134910583496094
0,41,3.270282030105591,2.2714896202087402,59.80808639526367
0,42,3.4465203285217285,2.6923952102661133,60.470367431640625
0,43,3.166400194168091,2.347381114959717,61.11930847167969
0,44,3.3609344959259033,2.539405107498169,61.75770568847656
0,45,3.4546892642974854,2.559385299682617,62.38718032836914
0,46,3.3181941509246826,2.251957893371582,63.005619049072266
0,47,3.3903303146362305,2.693220853805542,63.61581039428711
0,48,3.3704497814178467,2.3336493968963623,64.21833801269531
0,49,3.3051161766052246,2.4895505905151367,64.81116485595703
0,50,3.2879257202148438,2.3427248001098633,65.39459228515625
0,51,3.3292884826660156,2.4534616470336914,65.97115325927734
0,52,3.433295726776123,2.47542405128479,66.53765106201172
0,53,3.2782626152038574,2.363457202911377,67.09873962402344
